# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch1_neuron2,	3.5662
_ch1_neuron2,	3.5811
_ch1_neuron2,	3.5869
_ch1_neuron2,	3.6095
_ch1_neuron2,	3.6255
_ch1_neuron2,	3.6390
_ch1_neuron2,	3.6506
_ch1_neuron2,	3.6612
_ch1_neuron2,	3.6758
_ch1_neuron2,	3.6899
_ch1_neuron2,	3.7048
_ch1_neuron2,	3.7189
_ch1_neuron2,	3.7298
_ch1_neuron2,	3.7320
_ch1_neuron2,	3.7331
_ch1_neuron2,	3.7491
_ch1_neuron2,	3.7635
_ch1_neuron2,	3.7760
_ch1_neuron2,	3.7819
_ch1_neuron2,	3.7854
_ch1_neuron2,	3.7920
_ch1_neuron2,	3.7950
_ch1_neuron2,	3.7974
_ch1_neuron2,	3.8131
_ch1_neuron2,	3.8299
_ch1_neuron2,	3.8392
_ch1_neuron2,	3.8415
_ch1_neuron2,	3.8445
_ch1_neuron2,	3.8671
_ch1_neuron2,	3.8865
_ch1_neuron2,	3.9021
_ch1_neuron2,	3.9137
_ch1_neuron2,	3.9231
_ch1_neuron2,	3.9253
_ch1_neuron2,	3.9265
_ch1_neuron2,	3.9428
_ch1_neuron2,	3.9539
_ch1_neuron2,	3.9567
_ch1_neuron2,	3.9652
_ch1_neuron2,	3.9716
_ch1_neuron2,	3.9831
_ch1_neuron2,	3.9860
_ch1_neuron2,	4.0052
_ch1_neuron2,	4.0082
_ch1_neuron2,	4.0183
_ch1_neuron2,	4.0212
_ch1_neuron2,	4.0246
_ch1_neuron2,	4.0273
_ch1_neuron2,	4.0386
_ch1_neuron2,	4.0538
_ch1_neuron2,	4.0684
_ch1_neuron2,	4.0807
_ch1_neuron2,	4.0821
_ch1_neuron2,	4.0836
_ch1_neuron2,	4.0892
_ch1_neuron2,	4.1025
_ch1_neuron2,	4.1055
_ch1_neuron2,	4.1198
_ch1_neuron2,	4.1339
_ch1_neuron2,	4.1430
_ch1_neuron2,	4.1568
_ch1_neuron2,	4.1605
_ch1_neuron2,	4.1628
_ch1_neuron2,	4.1696
_ch1_neuron2,	4.1814
_ch1_neuron2,	4.1844
_ch1_neuron2,	4.2028
_ch1_neuron2,	4.2071
_ch1_neuron2,	4.2161
_ch1_neuron2,	4.2191
_ch1_neuron2,	4.2357
_ch1_neuron2,	4.2532
_ch1_neuron2,	4.2691
_ch1_neuron2,	4.2841
_ch1_neuron2,	4.2990
_ch1_neuron2,	4.3124
_ch1_neuron2,	4.3264
_ch1_neuron2,	4.3294
_ch1_neuron2,	4.3414
_ch1_neuron2,	4.3444
_ch1_neuron2,	4.3563
_ch1_neuron2,	4.3764
_ch1_neuron2,	4.3931
_ch1_neuron2,	4.4104
_ch1_neuron2,	4.4204
_ch1_neuron2,	4.4226
_ch1_neuron2,	4.4275
_ch1_neuron2,	4.4348
_ch1_neuron2,	4.4363
_ch1_neuron2,	4.4375
_ch1_neuron2,	4.4392
_ch1_neuron2,	4.4525
_ch1_neuron2,	4.4574
_ch1_neuron2,	4.4726
_ch1_neuron2,	4.4877
_ch1_neuron2,	4.5007
_ch1_neuron2,	4.5184
_ch1_neuron2,	4.5279
_ch1_neuron2,	4.5350
_ch1_neuron2,	4.5371
_ch1_neuron2,	4.5381
_ch1_neuron2,	4.5399
_ch1_neuron2,	4.5518
_ch1_neuron2,	4.5643
_ch1_neuron2,	4.5673
_ch1_neuron2,	4.5845
_ch1_neuron2,	4.6033
_ch1_neuron2,	4.6181
_ch1_neuron2,	4.6307
_ch1_neuron2,	4.6336
_ch1_neuron2,	4.6479
_ch1_neuron2,	4.6617
_ch1_neuron2,	4.6733
_ch1_neuron2,	4.6763
_ch1_neuron2,	4.6808
_ch1_neuron2,	4.6839
_ch1_neuron2,	4.6903
_ch1_neuron2,	4.7042
_ch1_neuron2,	4.7071
_ch1_neuron2,	4.7123
_ch1_neuron2,	4.7217
_ch1_neuron2,	4.7298
_ch1_neuron2,	4.7320
_ch1_neuron2,	4.7333
_ch1_neuron2,	4.7501
_ch1_neuron2,	4.7622
_ch1_neuron2,	4.7650
_ch1_neuron2,	4.7741
_ch1_neuron2,	4.7803
_ch1_neuron2,	4.7945
_ch1_neuron2,	4.8109
_ch1_neuron2,	4.8263
_ch1_neuron2,	4.8384
_ch1_neuron2,	4.8559
_ch1_neuron2,	4.8685
_ch1_neuron2,	4.8855
_ch1_neuron2,	4.8882
_ch1_neuron2,	4.8970
_ch1_neuron2,	4.8999
_ch1_neuron2,	4.9154
_ch1_neuron2,	4.9253
_ch1_neuron2,	4.9282
_ch1_neuron2,	4.9402
_ch1_neuron2,	4.9432
_ch1_neuron2,	4.9490
_ch1_neuron2,	4.9517
_ch1_neuron2,	4.9577
_ch1_neuron2,	4.9772
_ch1_neuron2,	4.9899
_ch1_neuron2,	5.0013
_ch1_neuron2,	5.0043
_ch1_neuron2,	5.0219
_ch1_neuron2,	5.0294
_ch1_neuron2,	5.0323
_ch1_neuron2,	5.0554
_ch1_neuron2,	5.0700
_ch1_neuron2,	5.0861
_ch1_neuron2,	5.0935
_ch1_neuron2,	5.1037
_ch1_neuron2,	5.1150
_ch1_neuron2,	5.1162
_ch1_neuron2,	5.1179
_ch1_neuron2,	5.1321
_ch1_neuron2,	5.1351
_ch1_neuron2,	5.1499
_ch1_neuron2,	5.1653
_ch1_neuron2,	5.1801
_ch1_neuron2,	5.1873
_ch1_neuron2,	5.1935
_ch1_neuron2,	5.2027
_ch1_neuron2,	5.2049
_ch1_neuron2,	5.2101
_ch1_neuron2,	5.2223
_ch1_neuron2,	5.2364
_ch1_neuron2,	5.2393
_ch1_neuron2,	5.2503
_ch1_neuron2,	5.2533
_ch1_neuron2,	5.2626
_ch1_neuron2,	5.2655
_ch1_neuron2,	5.2668
_ch1_neuron2,	5.2805
_ch1_neuron2,	5.3001
_ch1_neuron2,	5.3045
_ch1_neuron2,	5.3159
_ch1_neuron2,	5.3189
_ch1_neuron2,	5.3209
_ch1_neuron2,	5.3235
_ch1_neuron2,	5.3369
_ch1_neuron2,	5.3479
_ch1_neuron2,	5.3492
_ch1_neuron2,	5.3668
_ch1_neuron2,	5.3815
_ch1_neuron2,	5.3967
_ch1_neuron2,	5.4080
_ch1_neuron2,	5.4111
_ch1_neuron2,	5.4142
_ch1_neuron2,	5.4337
_ch1_neuron2,	5.4497
_ch1_neuron2,	5.4634
_neuron2threshhig-1386,	0.0000
_neuron2threshlow-5917,	0.0000
